vintage,collateral_type,ead_eur,ltv_at_default,dpd_at_workout,workout_months,borrower_age,employment_status,unemployment_pct,hpi_yoy_pct,realised_lgd
2022H2,unsecured,3762.35,,186,9.12,36,employed,8.1,-4.4,0.81844
2020H1,mortgage,150939.1,0.7299,208,22.14,53,unemployed,9.2,-1.5,0.46801
2019H2,personal_secured,12543.65,0.7575,160,18.72,45,employed,6.9,3.8,0.43213
2022H1,auto,15480.7,0.8484,134,7.7,47,employed,7.4,3.1,0.36357
2021H2,mortgage,61694.83,0.8911,158,16.16,62,unemployed,7.9,5.6,0.24308
2023H2,auto,23190.71,1.0138,106,22.05,47,employed,7.2,1.8,0.49071
2023H1,personal_secured,16228.38,0.8328,94,12.98,42,employed,7.6,-2.1,0.48838
2023H2,personal_secured,19971.41,0.6836,166,15.61,54,employed,7.2,1.8,0.54914
2023H1,mortgage,81518.69,0.9961,191,14.09,40,unemployed,7.6,-2.1,0.30395
2020H1,mortgage,335640.02,0.7554,117,24.21,37,employed,9.2,-1.5,0.37411
2023H1,unsecured,8102.19,,109,8.14,31,employed,7.6,-2.1,0.5708
2021H1,unsecured,1524.12,,173,11.0,50,unemployed,8.7,1.4,0.83207
2019H2,mortgage,101429.23,0.6601,96,15.68,48,employed,6.9,3.8,0.03492
2019H1,auto,19267.61,0.5329,155,7.44,50,unemployed,6.8,4.2,0.2503
2022H2,mortgage,149943.26,0.3933,188,19.84,46,employed,8.1,-4.4,0.35761
2019H1,mortgage,119762.18,0.7963,133,20.93,39,employed,6.8,4.2,0.11574
2021H2,mortgage,45621.44,1.0085,148,28.35,31,unemployed,7.9,5.6,0.22027
2021H2,unsecured,9079.76,,111,6.69,55,employed,7.9,5.6,0.86813
2022H2,mortgage,71937.06,0.6986,94,17.89,61,employed,8.1,-4.4,0.19185
2022H2,mortgage,105393.28,0.7534,132,25.42,37,retired,8.1,-4.4,0.20192
2019H1,auto,16099.91,0.6761,144,10.11,48,employed,6.8,4.2,0.3451
2019H2,mortgage,99493.39,0.6094,205,23.67,52,unemployed,6.9,3.8,0.26736
2020H1,unsecured,6585.81,,133,13.7,58,employed,9.2,-1.5,0.76274
2021H2,mortgage,60871.31,0.7516,206,16.84,28,unemployed,7.9,5.6,0.00781
2022H2,personal_secured,8033.57,0.7106,190,13.78,31,employed,8.1,-4.4,0.60771
2022H2,mortgage,97803.36,0.7475,200,21.65,45,employed,8.1,-4.4,0.17461
2023H2,mortgage,129105.9,0.662,202,24.13,46,retired,7.2,1.8,0.24126
2019H2,unsecured,4486.92,,139,7.62,52,unemployed,6.9,3.8,0.92565
2023H2,mortgage,211623.52,0.9804,92,25.13,45,employed,7.2,1.8,0.18936
2023H1,auto,18693.06,0.8782,196,3.69,50,employed,7.6,-2.1,0.57711
2023H2,unsecured,3859.19,,168,11.22,66,employed,7.2,1.8,0.69059
2021H2,mortgage,201768.65,0.798,206,31.22,44,self_employed,7.9,5.6,0.37892
2019H1,mortgage,62820.27,0.8922,96,28.0,24,employed,6.8,4.2,0.05952
2023H2,unsecured,9194.01,,163,10.58,40,retired,7.2,1.8,0.642
2021H2,unsecured,13501.77,,181,7.79,44,employed,7.9,5.6,0.69783
2022H2,unsecured,3927.11,,191,3.9,50,employed,8.1,-4.4,0.7216
2021H1,auto,25434.47,0.7385,122,7.54,72,employed,8.7,1.4,0.13359
2020H1,mortgage,149848.64,0.7342,164,19.82,40,employed,9.2,-1.5,0.1635
2022H2,mortgage,62474.29,0.6664,129,26.55,40,employed,8.1,-4.4,0.48356
2021H2,mortgage,77091.32,0.7106,109,19.42,43,employed,7.9,5.6,0.20041
2022H2,auto,10914.39,0.58,166,21.55,63,retired,8.1,-4.4,0.13047
2023H1,mortgage,228324.01,0.753,100,26.24,54,employed,7.6,-2.1,0.46864
2022H2,mortgage,190179.5,0.8973,201,22.98,48,self_employed,8.1,-4.4,0.28879
2020H2,unsecured,11031.94,,151,12.11,58,employed,9.6,-3.2,0.78931
2019H1,auto,11709.98,1.0342,117,14.06,53,employed,6.8,4.2,0.39583
2020H2,unsecured,7510.63,,201,7.84,55,unemployed,9.6,-3.2,0.89459
2023H1,mortgage,69188.44,0.7205,198,25.95,48,employed,7.6,-2.1,0.19845
2021H2,unsecured,12371.14,,193,10.49,30,employed,7.9,5.6,0.89927
2022H2,unsecured,5156.92,,109,3.91,56,retired,8.1,-4.4,0.70501
2021H2,mortgage,162323.98,0.6141,178,29.84,45,unemployed,7.9,5.6,0.29446
2021H2,mortgage,95082.03,0.7159,93,9.32,53,employed,7.9,5.6,0.17284
2023H2,mortgage,78524.8,0.5699,112,14.05,59,retired,7.2,1.8,0.01842
2020H2,mortgage,134327.0,0.7872,122,19.08,52,self_employed,9.6,-3.2,0.41412
2022H1,unsecured,5253.95,,180,3.35,41,unemployed,7.4,3.1,0.66474
2021H1,auto,22288.28,0.7928,130,22.08,41,employed,8.7,1.4,0.66725
2020H1,mortgage,179670.7,0.8819,103,29.32,59,employed,9.2,-1.5,0.54931
2022H1,mortgage,85645.22,0.7452,162,18.35,59,employed,7.4,3.1,0.13756
2023H1,unsecured,13059.45,,181,8.87,42,employed,7.6,-2.1,0.6011
2019H2,mortgage,90823.32,0.6246,173,29.41,28,employed,6.9,3.8,0.14872
2023H2,unsecured,9403.21,,191,3.5,38,employed,7.2,1.8,0.70099
2020H2,personal_secured,15565.19,0.5066,101,15.78,56,employed,9.6,-3.2,0.39995
2022H2,auto,28767.83,0.794,122,18.24,43,unemployed,8.1,-4.4,0.43747
2023H2,unsecured,15204.16,,191,8.37,46,unemployed,7.2,1.8,0.85598
2022H1,auto,13077.63,0.7044,193,10.52,51,employed,7.4,3.1,0.35233
2023H2,mortgage,84522.54,0.6337,190,12.75,37,employed,7.2,1.8,0.03895
2021H2,mortgage,56116.18,0.5318,110,31.5,41,employed,7.9,5.6,0.02183
2021H2,auto,29511.84,0.7786,130,14.24,50,employed,7.9,5.6,0.36998
2020H1,mortgage,64554.99,0.4717,138,25.88,53,employed,9.2,-1.5,0.13646
2020H2,mortgage,206097.26,0.93,163,24.57,31,employed,9.6,-3.2,0.38081
2019H1,personal_secured,6875.96,0.6295,156,22.69,42,unemployed,6.8,4.2,0.46162
2022H2,mortgage,72731.98,0.5989,100,30.2,32,self_employed,8.1,-4.4,0.29285
2019H2,auto,17204.72,0.5453,185,6.83,59,employed,6.9,3.8,0.3019
2019H1,auto,23652.73,0.7908,138,22.35,50,self_employed,6.8,4.2,0.39
2021H1,mortgage,54116.54,0.6274,149,22.24,33,unemployed,8.7,1.4,0.20421
2020H1,mortgage,97183.18,0.6902,162,30.94,36,self_employed,9.2,-1.5,0.12697
2023H2,auto,13657.84,0.7454,112,3.0,45,employed,7.2,1.8,0.49628
2021H1,unsecured,5366.22,,153,4.33,36,employed,8.7,1.4,0.75708
2021H1,mortgage,103466.32,0.555,154,15.26,79,employed,8.7,1.4,0.01359
2023H1,auto,24346.95,0.7928,207,8.77,49,employed,7.6,-2.1,0.34556
2020H2,auto,11421.43,0.8717,106,11.24,34,employed,9.6,-3.2,0.34151
2022H2,unsecured,4839.57,,193,11.22,48,employed,8.1,-4.4,0.74372
2022H1,mortgage,109624.88,0.7719,132,14.66,54,self_employed,7.4,3.1,0.34879
2021H1,auto,7739.34,0.7407,182,7.18,57,self_employed,8.7,1.4,0.58172
2023H1,mortgage,126486.9,0.7013,124,36.25,38,unemployed,7.6,-2.1,0.32742
2022H2,mortgage,161273.75,0.9882,92,31.86,57,employed,8.1,-4.4,0.30134
2023H2,unsecured,6856.34,,184,3.08,52,retired,7.2,1.8,0.827
2020H1,mortgage,164244.03,0.7363,198,23.91,28,employed,9.2,-1.5,0.10791
2020H2,personal_secured,7378.13,0.9882,144,15.77,35,employed,9.6,-3.2,0.39002
2020H2,mortgage,242920.48,0.8184,147,22.48,42,employed,9.6,-3.2,0.4311
2019H1,mortgage,111860.55,1.0342,108,16.57,72,employed,6.8,4.2,0.09383
2022H1,auto,10124.59,0.5318,205,14.06,44,employed,7.4,3.1,0.46387
2022H1,mortgage,81757.93,1.0182,188,24.0,48,unemployed,7.4,3.1,0.3167
2021H1,mortgage,62847.97,0.619,203,20.41,64,retired,8.7,1.4,0.05964
2019H2,unsecured,3923.64,,207,3.0,39,employed,6.9,3.8,0.8262
2021H1,personal_secured,19438.18,0.7686,179,21.95,32,employed,8.7,1.4,0.38802
2022H1,unsecured,14894.01,,197,9.36,20,employed,7.4,3.1,0.90754
2023H2,unsecured,18340.44,,156,8.17,40,unemployed,7.2,1.8,0.70046
2022H2,mortgage,32642.79,0.6318,203,22.87,26,employed,8.1,-4.4,0.27109
2021H1,mortgage,192175.51,0.5793,204,32.14,38,employed,8.7,1.4,0.32317
2019H2,auto,17477.37,0.8028,164,17.45,60,employed,6.9,3.8,0.23226
2020H2,mortgage,259715.46,1.0061,90,11.02,54,employed,9.6,-3.2,0.35018
2022H2,personal_secured,9891.05,0.7873,112,8.73,44,retired,8.1,-4.4,0.28557
2023H1,mortgage,71289.95,0.8075,181,29.02,40,employed,7.6,-2.1,0.50434
2019H2,mortgage,141721.67,0.7967,160,19.73,53,employed,6.9,3.8,0.15866
2021H1,personal_secured,10318.34,0.584,131,12.61,57,unemployed,8.7,1.4,0.2617
2022H2,mortgage,156421.67,0.6466,128,27.98,45,self_employed,8.1,-4.4,0.10648
2022H2,mortgage,59830.81,0.878,118,23.45,39,employed,8.1,-4.4,0.23552
2019H1,auto,18717.39,0.8357,190,10.67,30,unemployed,6.8,4.2,0.60701
2020H1,auto,18016.32,0.8242,102,15.92,35,employed,9.2,-1.5,0.69811
2023H2,unsecured,4950.29,,90,13.43,31,self_employed,7.2,1.8,0.81313
2023H2,auto,8337.01,0.9395,195,11.5,42,employed,7.2,1.8,0.39753
2023H2,mortgage,45721.13,0.795,184,18.16,20,employed,7.2,1.8,0.12258
2023H1,mortgage,51406.77,0.8958,90,26.97,51,unemployed,7.6,-2.1,0.41323
2023H1,unsecured,6170.1,,119,3.0,28,unemployed,7.6,-2.1,0.7805
2023H2,auto,9148.4,0.8891,172,17.38,25,employed,7.2,1.8,0.27194
2023H1,unsecured,5995.29,,90,4.83,46,employed,7.6,-2.1,0.53647
2023H1,personal_secured,11790.58,0.6094,182,21.88,23,unemployed,7.6,-2.1,0.70075
2022H2,auto,26888.81,0.5256,114,15.24,67,self_employed,8.1,-4.4,0.61396
2022H2,personal_secured,6389.82,0.6993,108,3.17,48,employed,8.1,-4.4,0.14684
2020H2,unsecured,8338.37,,168,15.25,58,self_employed,9.6,-3.2,0.6148
2019H2,mortgage,98151.11,0.5875,113,14.36,32,employed,6.9,3.8,0.11026
2023H1,unsecured,7819.26,,124,3.88,34,retired,7.6,-2.1,0.71392
2023H1,mortgage,210484.95,0.8876,163,19.85,51,unemployed,7.6,-2.1,0.25007
2021H2,mortgage,71440.33,0.6012,154,21.46,25,employed,7.9,5.6,0.19117
2021H2,mortgage,440820.47,0.9577,102,19.72,49,employed,7.9,5.6,0.17869
2021H1,auto,10186.11,0.7637,188,21.54,53,employed,8.7,1.4,0.30577
2020H2,auto,24001.09,0.8531,126,18.53,48,retired,9.6,-3.2,0.68668
2023H1,unsecured,2403.88,,111,6.71,27,employed,7.6,-2.1,0.79338
2021H1,unsecured,10483.07,,190,15.99,49,self_employed,8.7,1.4,0.62888
2023H2,personal_secured,13852.68,0.8671,110,12.55,39,employed,7.2,1.8,0.531
2021H2,mortgage,57718.68,0.7231,177,26.99,42,unemployed,7.9,5.6,0.31244
2020H2,mortgage,136278.04,0.5045,125,21.13,44,employed,9.6,-3.2,0.22948
2020H2,mortgage,52173.27,0.4598,195,20.75,48,retired,9.6,-3.2,0.16118
2022H2,mortgage,243828.43,0.9431,140,16.48,47,retired,8.1,-4.4,0.24198
2023H2,mortgage,48363.18,0.7643,94,25.01,42,unemployed,7.2,1.8,0.13576
2020H2,mortgage,242702.58,0.8093,145,30.8,46,employed,9.6,-3.2,0.61803
2023H1,unsecured,9339.43,,97,18.05,48,self_employed,7.6,-2.1,0.64532
2023H2,personal_secured,9857.28,0.9578,151,11.48,32,self_employed,7.2,1.8,0.43312
2019H2,auto,17366.44,0.8528,195,11.63,59,unemployed,6.9,3.8,0.66024
2021H1,mortgage,87252.12,1.0578,137,19.61,56,retired,8.7,1.4,0.26197
2020H1,personal_secured,7056.01,0.5879,183,22.86,47,employed,9.2,-1.5,0.59129
2021H1,mortgage,195217.91,0.6849,145,27.02,51,employed,8.7,1.4,0.09335
2020H2,unsecured,5052.31,,122,9.77,56,employed,9.6,-3.2,0.91129
2022H2,mortgage,57695.1,0.839,201,23.08,34,employed,8.1,-4.4,0.54522
2021H2,mortgage,43847.07,0.6655,132,20.05,49,employed,7.9,5.6,0.05818
2023H1,personal_secured,12034.17,0.8743,117,12.41,55,unemployed,7.6,-2.1,0.6791
2020H1,auto,11120.04,0.8966,97,6.15,47,employed,9.2,-1.5,0.3224
2020H2,auto,16881.11,0.79,169,15.26,29,self_employed,9.6,-3.2,0.27969
2023H1,mortgage,99371.58,0.8205,93,26.13,62,employed,7.6,-2.1,0.18401
2019H1,mortgage,70444.49,0.8305,144,29.78,20,employed,6.8,4.2,0.29647
2023H2,auto,33522.45,0.5022,114,10.69,45,employed,7.2,1.8,0.16043
2021H1,unsecured,5504.25,,131,3.34,38,employed,8.7,1.4,0.85306
2021H2,mortgage,417627.16,0.9004,203,21.23,40,employed,7.9,5.6,0.3913
2020H1,mortgage,195146.77,0.7424,186,30.01,52,employed,9.2,-1.5,0.40854
2021H2,mortgage,163684.33,0.8297,93,25.46,44,self_employed,7.9,5.6,0.08279
2022H2,unsecured,31615.37,,182,5.87,35,employed,8.1,-4.4,0.58491
2023H1,auto,19695.4,0.7427,106,15.63,42,employed,7.6,-2.1,0.30391
2021H1,mortgage,62091.58,0.7258,113,28.82,50,retired,8.7,1.4,0.11081
2021H2,auto,10514.39,0.6186,106,8.56,30,unemployed,7.9,5.6,0.20327
2021H2,mortgage,83287.22,1.0682,95,23.05,38,unemployed,7.9,5.6,0.54287
2021H1,mortgage,87699.07,0.4893,95,12.37,67,unemployed,8.7,1.4,0.21568
2022H2,mortgage,66604.22,0.8493,139,18.96,20,retired,8.1,-4.4,0.30903
2020H1,unsecured,2602.29,,115,7.2,43,self_employed,9.2,-1.5,0.82437
2022H1,unsecured,7915.64,,195,3.0,29,retired,7.4,3.1,0.73638
2021H2,auto,22793.72,0.4871,155,9.3,52,unemployed,7.9,5.6,0.22428
2020H2,mortgage,105822.07,0.8181,143,29.03,26,employed,9.6,-3.2,0.26373
2023H2,auto,19657.34,0.8246,161,5.82,47,unemployed,7.2,1.8,0.67291
2020H1,personal_secured,10321.13,0.9827,143,22.44,45,self_employed,9.2,-1.5,0.61932
2021H1,mortgage,51043.28,0.7921,132,14.66,52,employed,8.7,1.4,0.20684
2020H1,mortgage,198288.86,0.6816,186,8.33,23,employed,9.2,-1.5,0.04962
2021H2,auto,12524.2,0.6487,143,15.49,49,employed,7.9,5.6,0.10717
2021H1,unsecured,9966.6,,188,8.73,37,employed,8.7,1.4,0.81481
2023H2,unsecured,2023.36,,164,12.41,26,employed,7.2,1.8,0.83807
2023H1,unsecured,3876.16,,139,10.15,33,self_employed,7.6,-2.1,0.76483
2023H2,unsecured,4621.32,,166,3.55,41,self_employed,7.2,1.8,0.78466
2022H2,mortgage,59646.08,0.4912,116,17.24,26,employed,8.1,-4.4,0.21362
2021H2,unsecured,11012.78,,186,8.54,41,unemployed,7.9,5.6,0.94918
2022H2,personal_secured,12837.83,0.9281,154,12.91,29,unemployed,8.1,-4.4,0.78684
2022H2,personal_secured,8686.37,0.6846,147,7.51,57,self_employed,8.1,-4.4,0.63516
2021H1,auto,10094.88,1.0242,119,11.42,56,employed,8.7,1.4,0.53191
2022H2,unsecured,4443.16,,138,6.37,35,self_employed,8.1,-4.4,0.77813
2021H2,personal_secured,21480.38,0.7721,122,9.91,36,retired,7.9,5.6,0.30162
2020H2,mortgage,107698.86,0.8352,201,24.28,56,unemployed,9.6,-3.2,0.26632
2021H2,mortgage,97179.78,0.9603,105,24.77,38,self_employed,7.9,5.6,0.1278
2019H2,mortgage,68272.82,1.0224,184,23.22,45,employed,6.9,3.8,0.31976
2021H2,mortgage,19652.23,0.9252,141,26.0,50,employed,7.9,5.6,0.17542
2021H2,auto,12745.79,0.79,94,14.65,49,employed,7.9,5.6,0.30023
2020H1,unsecured,10226.64,,96,12.19,41,employed,9.2,-1.5,0.7257
2022H1,auto,6289.96,0.8094,158,7.94,44,self_employed,7.4,3.1,0.19589
2020H1,personal_secured,14152.95,0.7354,123,17.08,63,employed,9.2,-1.5,0.50232
2021H1,mortgage,140584.22,0.9054,106,14.29,32,retired,8.7,1.4,0.15915
2020H1,auto,18378.26,0.789,178,12.28,32,employed,9.2,-1.5,0.5063
2021H2,personal_secured,17633.91,0.6537,104,13.1,31,employed,7.9,5.6,0.4094
2020H1,mortgage,182515.25,0.515,120,21.27,35,employed,9.2,-1.5,0.21385
2022H1,personal_secured,8944.64,0.6211,130,18.1,37,employed,7.4,3.1,0.57798
2021H1,mortgage,71620.86,0.9306,165,21.87,51,self_employed,8.7,1.4,0.18336
2019H2,auto,14730.37,0.846,119,6.13,38,employed,6.9,3.8,0.4821
2022H2,unsecured,4705.7,,112,5.81,36,employed,8.1,-4.4,0.54555
2023H2,personal_secured,24301.61,0.718,150,15.82,55,employed,7.2,1.8,0.24994
2023H1,unsecured,7338.22,,138,12.01,55,employed,7.6,-2.1,0.69694
2023H2,auto,21068.96,0.6276,200,12.16,35,unemployed,7.2,1.8,0.28604
2022H1,unsecured,11990.56,,127,5.97,38,employed,7.4,3.1,0.8358
2021H1,mortgage,157480.52,0.6654,118,10.69,62,employed,8.7,1.4,0.06806
2019H2,personal_secured,5269.85,0.6059,140,18.78,20,retired,6.9,3.8,0.16192
2020H2,unsecured,16215.97,,137,7.35,60,employed,9.6,-3.2,0.8948
2022H1,unsecured,6824.17,,93,4.48,39,retired,7.4,3.1,0.727
2023H2,personal_secured,7744.46,1.1033,128,11.36,44,unemployed,7.2,1.8,0.54594
2020H2,unsecured,2842.64,,116,8.19,46,retired,9.6,-3.2,0.64733
2023H1,mortgage,86331.06,0.4927,159,13.48,42,retired,7.6,-2.1,0.23106
2019H1,mortgage,75175.55,0.5043,136,30.53,26,employed,6.8,4.2,0.07089
2019H1,mortgage,177791.12,0.7774,116,20.46,43,self_employed,6.8,4.2,0.0188
2022H1,unsecured,7837.7,,179,5.63,48,employed,7.4,3.1,0.35262
2020H2,auto,13092.89,0.8057,107,13.79,39,employed,9.6,-3.2,0.53562
2019H2,unsecured,3215.45,,121,9.3,31,employed,6.9,3.8,0.5542
2022H1,personal_secured,9006.15,0.8547,173,10.71,48,unemployed,7.4,3.1,0.60128
2021H1,mortgage,169271.42,0.6912,101,18.37,48,employed,8.7,1.4,0.09061
2020H2,mortgage,101448.67,0.9686,169,19.72,36,employed,9.6,-3.2,0.31246
2023H1,mortgage,218998.12,0.8792,120,19.37,65,self_employed,7.6,-2.1,0.24016
2020H2,mortgage,112766.04,1.0429,95,28.15,57,employed,9.6,-3.2,0.52716
2023H2,auto,14983.59,0.8313,152,23.9,28,unemployed,7.2,1.8,0.5451
2023H2,mortgage,98729.66,0.8465,198,26.94,29,unemployed,7.2,1.8,0.14581
2023H1,auto,20206.75,0.9652,130,14.95,42,employed,7.6,-2.1,0.59712
2019H2,unsecured,19638.86,,159,3.0,68,self_employed,6.9,3.8,0.87485
2021H2,unsecured,3083.37,,173,12.48,41,unemployed,7.9,5.6,0.91739
2019H2,auto,11957.39,0.7702,196,10.0,50,retired,6.9,3.8,0.28131
2022H1,personal_secured,11619.17,0.6578,99,11.86,43,employed,7.4,3.1,0.29326
2020H2,auto,9954.23,0.6479,189,19.11,44,retired,9.6,-3.2,0.38055
2019H2,personal_secured,21800.17,0.8601,179,20.89,50,employed,6.9,3.8,0.30134
2023H2,mortgage,54756.54,0.7765,175,33.17,36,self_employed,7.2,1.8,0.08503
2022H2,mortgage,110192.19,1.1276,114,23.38,53,employed,8.1,-4.4,0.31035
2020H1,auto,21805.96,0.9046,118,11.71,31,self_employed,9.2,-1.5,0.39932
2022H1,personal_secured,7818.22,0.8688,159,17.3,53,employed,7.4,3.1,0.5876
2022H2,personal_secured,4461.53,0.6402,127,11.02,60,employed,8.1,-4.4,0.4561
2021H1,auto,18243.44,0.7692,111,15.22,25,unemployed,8.7,1.4,0.46224
2022H1,unsecured,2909.06,,136,3.0,30,employed,7.4,3.1,0.75618
2021H1,mortgage,51636.59,0.8456,182,19.07,38,employed,8.7,1.4,0.21198
2021H2,mortgage,141609.68,0.7278,139,17.07,59,employed,7.9,5.6,0.12516
2021H1,mortgage,208741.65,0.7029,98,25.7,71,employed,8.7,1.4,0.28633
2022H2,unsecured,9309.45,,134,11.92,46,employed,8.1,-4.4,0.54522
2023H2,mortgage,102731.77,0.8194,98,26.95,32,employed,7.2,1.8,0.17815
2023H1,personal_secured,15059.16,0.6035,179,6.15,65,unemployed,7.6,-2.1,0.58473
2022H1,unsecured,4251.36,,154,10.04,61,self_employed,7.4,3.1,0.79783
2022H1,unsecured,12443.29,,135,7.32,53,unemployed,7.4,3.1,0.65769
2022H1,unsecured,14049.27,,176,12.24,39,employed,7.4,3.1,0.63614
2020H1,unsecured,8339.55,,118,7.51,34,self_employed,9.2,-1.5,0.7726
2023H1,unsecured,5925.41,,209,7.36,37,employed,7.6,-2.1,0.82316
2020H2,auto,27961.59,0.7417,93,22.95,37,unemployed,9.6,-3.2,0.74428
2019H1,mortgage,128688.77,0.6799,180,12.14,44,self_employed,6.8,4.2,0.18946
2022H1,mortgage,114727.69,0.8678,192,21.38,53,unemployed,7.4,3.1,0.28507
2021H1,personal_secured,7771.31,0.962,186,26.49,44,employed,8.7,1.4,0.51471
2021H1,unsecured,9967.23,,96,8.63,40,employed,8.7,1.4,0.78123
2020H1,mortgage,50359.88,0.8811,193,20.95,43,employed,9.2,-1.5,0.25533
2020H1,mortgage,176900.09,0.9282,182,20.28,45,employed,9.2,-1.5,0.16306
2021H2,personal_secured,8592.11,0.897,126,12.73,43,employed,7.9,5.6,0.64382
2020H1,mortgage,70209.25,0.7482,150,25.69,30,unemployed,9.2,-1.5,0.25096
2022H2,unsecured,23359.4,,135,7.92,37,employed,8.1,-4.4,0.54955
2019H2,personal_secured,21682.0,0.5375,140,13.35,56,employed,6.9,3.8,0.36837
2023H2,mortgage,66478.82,0.7582,120,26.81,41,employed,7.2,1.8,0.21308
2022H2,personal_secured,10023.36,0.8979,123,8.23,45,unemployed,8.1,-4.4,0.75395
2022H2,mortgage,71569.57,0.7864,154,22.77,35,retired,8.1,-4.4,0.24992
2023H2,unsecured,4897.4,,200,3.47,59,retired,7.2,1.8,0.86517
2020H1,unsecured,13053.02,,90,5.5,31,employed,9.2,-1.5,0.79111
2020H2,auto,12895.74,1.0723,140,11.04,54,unemployed,9.6,-3.2,0.91432
2022H2,personal_secured,8725.38,0.4854,202,21.08,34,employed,8.1,-4.4,0.41386
2021H1,auto,13944.74,1.0329,128,22.65,42,employed,8.7,1.4,0.51779
2019H1,mortgage,83705.36,0.652,144,17.69,35,employed,6.8,4.2,0.00654
2022H2,unsecured,10929.41,,90,10.85,21,unemployed,8.1,-4.4,0.61029
2021H1,mortgage,248277.66,0.9503,107,18.86,48,employed,8.7,1.4,0.21435
2020H1,mortgage,296204.68,0.7918,156,23.7,37,employed,9.2,-1.5,0.12013
2022H1,auto,12478.28,0.6587,122,12.94,38,employed,7.4,3.1,0.07336
2022H1,auto,21954.69,0.6785,104,5.55,48,employed,7.4,3.1,0.23981
2022H2,personal_secured,12213.85,0.5148,116,21.08,49,retired,8.1,-4.4,0.60779
2020H1,auto,7876.62,0.832,190,13.88,42,employed,9.2,-1.5,0.69178
2019H1,unsecured,1845.87,,127,10.11,51,employed,6.8,4.2,0.86145
2022H1,unsecured,9584.92,,189,7.04,37,employed,7.4,3.1,0.77795
2020H1,mortgage,83663.36,1.0174,163,28.51,49,employed,9.2,-1.5,0.28926
2022H1,unsecured,6647.23,,139,4.82,42,employed,7.4,3.1,0.51216
2023H1,unsecured,4166.25,,141,10.79,45,unemployed,7.6,-2.1,0.6931
2022H1,mortgage,324417.73,0.8336,100,28.99,36,employed,7.4,3.1,0.30645
2020H2,personal_secured,8238.52,0.786,138,19.42,36,self_employed,9.6,-3.2,0.63167
2019H2,auto,33408.06,0.9329,193,13.66,34,employed,6.9,3.8,0.57563
2021H2,mortgage,164866.48,0.8651,204,26.6,38,employed,7.9,5.6,0.10406
2020H2,unsecured,4674.49,,157,10.01,35,employed,9.6,-3.2,0.88831
2022H2,unsecured,7359.67,,165,8.82,40,employed,8.1,-4.4,0.72748
2021H2,mortgage,266711.77,0.7868,197,19.47,49,employed,7.9,5.6,0.03388
2021H2,mortgage,119859.48,1.0027,94,18.85,51,employed,7.9,5.6,0.02259
2020H1,mortgage,129590.94,0.7158,149,25.35,56,employed,9.2,-1.5,0.11804
2020H2,unsecured,4458.72,,193,6.49,48,retired,9.6,-3.2,0.84897
2023H2,personal_secured,4531.86,0.8079,145,14.35,62,employed,7.2,1.8,0.34189
2023H2,mortgage,72227.55,0.7348,164,24.19,43,employed,7.2,1.8,0.22488
2021H2,auto,20322.8,0.8229,152,12.11,51,employed,7.9,5.6,0.27713
2023H2,mortgage,80136.98,0.7081,124,28.33,45,unemployed,7.2,1.8,0.2208
2021H1,mortgage,63264.74,0.5003,97,26.94,58,employed,8.7,1.4,0.0214
2022H1,personal_secured,20633.74,0.494,172,12.74,61,employed,7.4,3.1,0.28777
2023H1,unsecured,1409.57,,179,3.0,55,self_employed,7.6,-2.1,0.7607
2022H1,unsecured,13102.31,,169,14.45,31,retired,7.4,3.1,0.8312
2023H1,mortgage,46146.21,0.7138,150,24.16,55,retired,7.6,-2.1,0.22646
2020H1,auto,9883.97,0.8268,176,11.55,53,retired,9.2,-1.5,0.57816
2022H1,mortgage,100812.46,0.9588,143,19.12,65,self_employed,7.4,3.1,0.09175
2022H1,auto,8326.3,0.7417,200,9.43,42,retired,7.4,3.1,0.48817
2022H2,mortgage,106069.12,0.8329,169,22.54,40,employed,8.1,-4.4,0.43593
2022H1,mortgage,103986.92,0.9524,202,23.63,43,self_employed,7.4,3.1,0.39711
2022H1,mortgage,111306.92,0.8045,187,18.97,31,self_employed,7.4,3.1,0.12765
2022H1,mortgage,81302.78,0.6744,160,26.04,38,self_employed,7.4,3.1,0.09539
2019H1,mortgage,135375.41,0.9644,158,22.87,20,employed,6.8,4.2,0.18606
2020H1,mortgage,174581.8,0.8335,184,23.78,47,employed,9.2,-1.5,0.23596
2023H2,unsecured,7360.16,,188,11.86,61,employed,7.2,1.8,0.71819
2022H2,mortgage,99514.86,0.5199,191,11.54,53,employed,8.1,-4.4,0.19912
2019H2,mortgage,65941.94,0.862,181,23.43,30,employed,6.9,3.8,0.29174
2023H1,auto,9434.41,0.7624,102,11.25,49,self_employed,7.6,-2.1,0.37013
2022H1,unsecured,9644.24,,161,6.22,57,employed,7.4,3.1,0.71748
2022H2,auto,6503.75,1.1,164,17.2,37,self_employed,8.1,-4.4,0.78462
2022H2,mortgage,43823.46,0.5052,147,29.76,32,retired,8.1,-4.4,0.2193
2020H1,unsecured,23928.19,,163,7.15,38,employed,9.2,-1.5,0.6514
2022H1,mortgage,183190.81,0.6407,108,21.07,38,employed,7.4,3.1,0.30475
2022H1,auto,21686.82,0.8551,156,19.04,51,employed,7.4,3.1,0.37034
2022H2,unsecured,21005.24,,110,8.75,40,unemployed,8.1,-4.4,0.92609
2019H2,unsecured,20818.41,,147,4.26,21,self_employed,6.9,3.8,0.42755
