vintage,product,credit_limit_eur,drawn_t0_eur,utilisation_t0,time_to_default_months,risk_score_t0,min_payment_ratio,borrower_age,unemployment_pct,gdp_yoy_pct,ccf_realised,utilisation_default,ead_eur
2019H2,credit_card,3307.83,1067.1,0.3226,8,0.6743,0.1888,39,6.9,1.9,0.86552,0.9089,3006.51
2019H1,overdraft,3397.03,688.51,0.2027,6,0.3859,0.3519,64,6.8,2.1,0.72593,0.7815,2654.72
2019H2,overdraft,3248.25,2135.77,0.6575,4,0.6295,0.3516,27,6.9,1.9,0.79746,0.9306,3022.93
2019H1,overdraft,2838.89,667.1,0.235,6,0.5271,0.4093,41,6.8,2.1,0.74765,0.8069,2290.84
2023H2,overdraft,1417.93,388.31,0.2739,3,0.6933,0.296,30,7.2,1.4,0.82565,0.8734,1238.42
2022H1,credit_card,1397.88,430.82,0.3082,10,0.4409,0.2233,21,7.4,2.4,0.4669,0.6312,882.34
2022H2,credit_card,7266.25,5228.42,0.7195,3,0.8119,0.4075,24,8.1,-0.8,0.46685,0.8505,6179.79
2023H1,credit_card,4783.6,2456.14,0.5134,8,0.7496,0.3251,45,7.6,0.6,0.86958,0.9365,4480.06
2023H1,credit_card,3910.27,1070.81,0.2738,5,0.2,0.5476,44,7.6,0.6,0.41188,0.5729,2240.31
2022H1,credit_card,3015.26,1860.55,0.617,3,0.353,0.2425,68,7.4,2.4,0.31573,0.738,2225.13
2022H1,overdraft,3036.59,488.99,0.161,3,0.7759,0.3403,29,7.4,2.4,0.68888,0.739,2243.99
2022H2,line_of_credit,47436.88,7042.22,0.1485,8,0.4275,0.8208,33,8.1,-0.8,0.75711,0.7932,37625.23
2021H2,credit_card,4774.38,2873.41,0.6018,11,0.5819,0.7772,46,7.9,4.5,0.45299,0.7822,3734.52
2023H1,credit_card,5485.22,2111.62,0.385,4,0.5077,0.6949,34,7.6,0.6,0.44073,0.656,3598.47
2021H2,credit_card,6336.37,1840.33,0.2904,5,0.7202,0.4505,39,7.9,4.5,0.86498,0.9042,5729.31
2021H1,line_of_credit,15243.66,1438.82,0.0944,6,0.5382,0.59,27,8.7,3.8,0.76731,0.7893,12031.36
2021H2,overdraft,2743.47,1312.59,0.4784,7,0.4609,0.527,55,7.9,4.5,0.60012,0.7914,2171.3
2022H2,credit_card,4351.54,1456.51,0.3347,10,0.83,0.5443,37,8.1,-0.8,0.67589,0.7844,3413.22
2021H1,credit_card,2940.0,1146.89,0.3901,9,0.5326,0.5502,37,8.7,3.8,0.48211,0.6841,2011.36
2020H1,credit_card,2621.99,1331.61,0.5079,4,0.4455,0.5262,41,9.2,-3.4,0.49401,0.751,1969.07
2022H2,credit_card,3645.32,1722.82,0.4726,11,0.84,0.5174,30,8.1,-0.8,0.92217,0.959,3495.7
2019H1,overdraft,5109.26,2012.66,0.3939,10,0.7582,0.5603,36,6.8,2.1,0.75669,0.8525,4355.83
2022H2,credit_card,4236.53,2876.63,0.679,7,0.6103,0.5126,24,8.1,-0.8,0.78749,0.9318,3947.53
2020H1,line_of_credit,77013.76,17380.5,0.2257,12,0.6047,0.4316,43,9.2,-3.4,0.76876,0.8209,63224.31
2020H1,line_of_credit,22293.88,2709.35,0.1215,8,0.2864,0.2531,50,9.2,-3.4,0.89898,0.9113,20315.48
2022H2,line_of_credit,23473.94,4022.75,0.1714,12,0.1193,0.3617,40,8.1,-0.8,0.86136,0.8851,20777.29
2023H2,credit_card,3438.3,1317.71,0.3832,6,0.384,0.5887,25,7.2,1.4,0.32577,0.5842,2008.53
2023H2,line_of_credit,14578.89,3009.68,0.2064,8,0.3138,0.2289,59,7.2,1.4,0.51561,0.6156,8974.86
2021H2,credit_card,2721.89,978.04,0.3593,6,0.81,0.6254,55,7.9,4.5,0.8104,0.8785,2391.27
2021H2,overdraft,1649.69,122.66,0.0744,6,0.2395,0.4716,44,7.9,4.5,0.52707,0.5622,927.5
2021H2,credit_card,7130.06,2480.21,0.3479,5,0.3759,0.4729,41,7.9,4.5,0.30923,0.5495,3918.08
2020H2,line_of_credit,34217.56,22510.19,0.6579,3,0.1372,0.3495,56,9.6,-2.1,0.76532,0.9197,31470.03
2019H1,line_of_credit,57122.55,10784.71,0.1888,6,0.299,0.3247,32,6.8,2.1,0.55799,0.6414,36640.62
2019H2,overdraft,1824.29,445.58,0.2442,11,0.0991,0.2139,44,6.9,1.9,0.58689,0.6878,1254.74
2023H1,credit_card,7475.68,3499.96,0.4682,10,0.2913,0.2802,60,7.6,0.6,0.46852,0.7173,5362.64
2019H2,overdraft,1202.01,127.07,0.1057,8,0.1874,0.6325,56,6.9,1.9,0.51351,0.5649,679.05
2019H2,credit_card,5297.19,3400.44,0.6419,8,0.4182,0.2406,40,6.9,1.9,0.63997,0.8711,4614.31
2021H2,line_of_credit,31253.49,9119.07,0.2918,9,0.5148,0.5543,49,7.9,4.5,0.84522,0.8904,27827.58
2020H2,credit_card,5181.23,891.69,0.1721,9,0.4507,0.6778,36,9.6,-2.1,0.35603,0.4669,2418.9
2023H2,credit_card,5374.54,1570.06,0.2921,6,0.3523,0.2886,20,7.2,1.4,0.4713,0.6257,3363.09
2022H2,credit_card,5851.28,3592.2,0.6139,9,0.7997,0.4675,65,8.1,-0.8,0.86115,0.9464,5537.61
2019H2,overdraft,1386.18,766.62,0.553,4,0.1647,0.3317,23,6.9,1.9,0.47742,0.7664,1062.41
2020H2,credit_card,5052.88,3407.6,0.6744,9,0.7126,0.3398,26,9.6,-2.1,0.94321,0.9815,4959.44
2023H1,line_of_credit,81461.19,23354.39,0.2867,3,0.6783,0.1312,36,7.6,0.6,0.76959,0.8356,68072.85
2023H1,credit_card,12526.76,7575.5,0.6047,3,0.499,0.2372,41,7.6,0.6,0.66202,0.8664,10853.34
2022H2,line_of_credit,22533.31,9856.6,0.4374,6,0.3827,0.4392,31,8.1,-0.8,0.88133,0.9332,21028.92
2020H1,overdraft,9092.08,1888.2,0.2077,12,0.3481,0.4446,24,9.2,-3.4,0.74633,0.799,7264.65
2020H1,credit_card,346.26,202.04,0.5835,9,0.3111,0.3343,39,9.2,-3.4,0.44766,0.7699,266.6
2023H1,credit_card,3789.52,1487.55,0.3925,9,0.7687,0.4572,22,7.6,0.6,0.93433,0.9601,3638.35
2022H2,line_of_credit,64386.35,42593.55,0.6615,3,0.5838,0.1361,24,8.1,-0.8,0.81622,0.9378,60381.3
2021H2,overdraft,4815.63,2823.0,0.5862,6,0.3961,0.7136,45,7.9,4.5,0.57461,0.824,3967.98
2021H1,credit_card,1475.13,957.23,0.6489,5,0.678,0.6057,73,8.7,3.8,0.44363,0.8047,1186.99
2023H1,credit_card,1924.36,637.0,0.331,5,0.2336,0.3267,65,7.6,0.6,0.75776,0.8379,1612.51
2020H1,overdraft,1505.43,333.24,0.2214,5,0.2032,0.3206,32,9.2,-3.4,0.46402,0.5827,877.16
2021H1,credit_card,5450.15,2022.43,0.3711,3,0.7403,0.6269,40,8.7,3.8,0.38799,0.6151,3352.34
2019H1,line_of_credit,41354.24,11730.87,0.2837,10,0.648,0.4337,39,6.8,2.1,0.90757,0.9338,38616.15
2022H1,credit_card,5362.57,2221.98,0.4144,3,0.3751,0.6162,46,7.4,2.4,0.61273,0.7732,4146.32
2023H2,credit_card,4586.7,3681.99,0.8028,11,0.5021,0.2043,61,7.2,1.4,0.51782,0.9049,4150.46
2020H2,overdraft,7620.7,1740.97,0.2285,4,0.7113,0.4384,43,9.6,-2.1,0.84518,0.8806,6710.43
2023H2,overdraft,4320.69,285.85,0.0662,3,0.2168,0.4493,46,7.2,1.4,0.47916,0.5136,2219.18
2019H2,credit_card,1709.71,546.34,0.3195,10,0.6486,0.2767,34,6.9,1.9,0.50777,0.6651,1137.07
2021H2,overdraft,5682.45,1079.79,0.19,8,0.2655,0.2245,37,7.9,4.5,0.5614,0.6447,3663.71
2021H2,credit_card,2752.44,854.99,0.3106,8,0.5854,0.4283,25,7.9,4.5,0.70305,0.7953,2188.99
2022H1,credit_card,4281.07,900.01,0.2102,11,0.6983,0.7177,42,7.4,2.4,0.61162,0.6933,2967.92
2021H1,line_of_credit,71765.8,24899.57,0.347,12,0.2751,0.4399,38,8.7,3.8,0.84278,0.8973,64397.3
2022H2,credit_card,1104.05,460.06,0.4167,8,0.1325,0.5034,58,8.1,-0.8,0.51334,0.7161,790.65
2020H2,credit_card,5179.31,2237.52,0.432,7,0.5225,0.5254,20,9.6,-2.1,0.7442,0.8547,4426.78
2019H1,overdraft,3266.65,879.19,0.2691,8,0.384,0.1859,21,6.8,2.1,0.79001,0.8465,2765.32
2022H2,credit_card,7759.83,3643.03,0.4695,8,0.9087,0.2169,33,8.1,-0.8,0.86994,0.931,7224.41
2019H1,credit_card,2115.0,1501.81,0.7101,6,0.4724,0.1599,20,6.8,2.1,0.18697,0.7643,1616.45
2022H1,line_of_credit,62222.6,25158.34,0.4043,6,0.5798,0.2325,34,7.4,2.4,0.96309,0.978,60854.43
2019H2,credit_card,3638.51,1305.15,0.3587,5,0.6192,0.3777,55,6.9,1.9,0.58133,0.7315,2661.6
2019H1,line_of_credit,17369.28,1506.66,0.0867,3,0.8353,0.4175,48,6.8,2.1,0.92522,0.9317,16183.0
2021H2,overdraft,1606.31,800.25,0.4982,9,0.3376,0.3259,34,7.9,4.5,0.88117,0.9404,1510.53
2020H2,line_of_credit,18495.22,5016.79,0.2712,11,0.1861,0.4449,43,9.6,-2.1,0.48653,0.6258,11574.48
2023H2,credit_card,2133.71,741.28,0.3474,7,0.4122,0.2593,35,7.2,1.4,0.61053,0.7458,1591.4
2021H2,overdraft,4040.42,495.95,0.1227,6,0.5661,0.5035,45,7.9,4.5,0.59415,0.644,2601.91
2022H1,line_of_credit,33906.81,25828.37,0.7617,3,0.4185,0.408,38,7.4,2.4,0.70243,0.9291,31502.89
2023H2,overdraft,1765.02,128.28,0.0727,7,0.3866,0.1442,24,7.2,1.4,0.88046,0.8891,1569.36
2019H2,credit_card,5352.1,2265.94,0.4234,5,0.3152,0.4026,41,6.9,1.9,0.62267,0.7824,4187.6
2020H1,credit_card,10425.66,1534.71,0.1472,11,0.8298,0.098,50,9.2,-3.4,0.59267,0.6526,6804.09
2019H1,line_of_credit,75364.74,21225.28,0.2816,8,0.6513,0.6411,22,6.8,2.1,0.71875,0.798,60137.99
2021H2,line_of_credit,25276.72,6464.26,0.2557,8,0.887,0.5977,53,7.9,4.5,0.89775,0.9239,23353.09
2019H1,line_of_credit,48521.18,24575.98,0.5065,12,0.5673,0.4213,59,6.8,2.1,0.7907,0.8967,43509.4
2022H2,credit_card,10498.42,1519.57,0.1447,5,0.5865,0.1207,31,8.1,-0.8,0.78381,0.8151,8557.28
2020H2,credit_card,10588.94,6745.8,0.6371,6,0.4499,0.6192,34,9.6,-2.1,0.27257,0.736,7793.33
2023H1,overdraft,4737.39,2133.14,0.4503,3,0.3879,0.272,25,7.6,0.6,0.70865,0.8398,3978.65
2022H2,line_of_credit,38594.15,14163.06,0.367,8,0.4753,0.3045,61,8.1,-0.8,0.7721,0.8557,33026.38
2019H1,credit_card,3884.83,774.16,0.1993,10,0.3783,0.1907,34,6.8,2.1,0.89822,0.9185,3568.24
2023H1,credit_card,5947.6,2758.83,0.4639,8,0.3867,0.2414,55,7.6,0.6,0.67347,0.8249,4906.39
2022H2,overdraft,3299.9,397.11,0.1203,10,0.3755,0.7362,29,8.1,-0.8,0.68705,0.7247,2391.48
2022H2,credit_card,8121.13,1718.25,0.2116,4,0.31,0.3455,36,8.1,-0.8,0.68372,0.7506,6096.04
2020H2,credit_card,7738.48,5218.68,0.6744,8,0.2441,0.4217,30,9.6,-2.1,0.39037,0.8015,6202.35
2022H1,overdraft,1189.52,71.76,0.0603,7,0.2039,0.7178,28,7.4,2.4,0.45941,0.492,585.27
2019H1,overdraft,2889.54,968.05,0.335,3,0.6701,0.5658,45,6.8,2.1,0.70522,0.804,2323.11
2021H1,line_of_credit,77571.0,12937.33,0.1668,6,0.3767,0.0935,20,8.7,3.8,0.83669,0.8639,67015.63
2019H2,overdraft,1345.1,729.18,0.5421,4,0.5589,0.2138,60,6.9,1.9,0.7814,0.8999,1210.46
2021H2,overdraft,4581.5,2496.0,0.5448,9,0.311,0.3928,46,7.9,4.5,0.8591,0.9359,4287.66
2021H1,credit_card,3787.7,1304.74,0.3445,5,0.4676,0.5271,36,8.7,3.8,0.80241,0.8705,3297.09
2021H1,overdraft,3645.87,1713.31,0.4699,10,0.5053,0.2377,32,8.7,3.8,0.73924,0.8618,3141.94
2021H1,line_of_credit,15286.89,7338.1,0.48,8,0.2524,0.3602,44,8.7,3.8,0.70275,0.8454,12924.12
2022H2,credit_card,1910.67,1128.0,0.5904,4,0.5339,0.416,32,8.1,-0.8,0.53372,0.809,1545.72
2020H1,line_of_credit,32406.09,4505.82,0.139,7,0.5984,0.4662,51,9.2,-3.4,0.68854,0.7318,23716.37
2023H2,credit_card,6527.32,2940.56,0.4505,10,0.4728,0.307,35,7.2,1.4,0.67425,0.821,5358.92
2020H1,line_of_credit,25857.11,6383.16,0.2469,12,0.6286,0.3266,50,9.2,-3.4,0.97722,0.9828,25413.51
2023H1,overdraft,1057.96,890.29,0.8415,9,0.4716,0.3815,40,7.6,0.6,0.88074,0.9811,1037.97
2021H1,credit_card,6847.13,5661.17,0.8268,4,0.4204,0.4695,49,8.7,3.8,0.70316,0.9486,6495.09
2019H1,line_of_credit,51003.69,12868.47,0.2523,10,0.8389,0.4633,59,6.8,2.1,0.83305,0.8752,44636.92
2021H1,credit_card,3680.82,2476.41,0.6728,9,0.5892,0.2687,41,8.7,3.8,0.70139,0.9023,3321.18
2023H1,credit_card,6201.47,1259.55,0.2031,11,0.0594,0.6287,59,7.6,0.6,0.76514,0.8128,5040.81
2019H2,credit_card,2150.38,1346.73,0.6263,5,0.4274,0.4509,49,6.9,1.9,0.61803,0.8572,1843.41
2022H1,credit_card,2633.72,1188.86,0.4514,4,0.5949,0.3158,39,7.4,2.4,0.75587,0.8661,2280.98
2022H1,credit_card,9627.35,6825.06,0.7089,6,0.5048,0.7523,30,7.4,2.4,0.74975,0.9272,8926.09
2022H2,credit_card,8893.91,5059.92,0.5689,6,0.2499,0.3931,43,8.1,-0.8,0.49123,0.7807,6943.29
2023H1,overdraft,1580.97,763.9,0.4832,12,0.6343,0.3514,22,7.6,0.6,0.69483,0.8423,1331.63
2019H1,overdraft,4069.13,802.82,0.1973,9,0.121,0.2243,55,6.8,2.1,0.65735,0.725,2949.94
2020H1,overdraft,4235.14,1135.53,0.2681,9,0.5481,0.6859,23,9.2,-3.4,0.63992,0.7365,3119.04
2020H2,credit_card,4682.48,2095.62,0.4475,9,0.3178,0.4911,34,9.6,-2.1,0.44518,0.6935,3247.25
2022H2,credit_card,11811.5,8351.5,0.7071,9,0.6769,0.5465,32,8.1,-0.8,0.82489,0.9487,11205.63
2023H2,overdraft,1317.05,122.15,0.0927,11,0.4013,0.2095,48,7.2,1.4,0.66294,0.6942,914.3
2020H2,credit_card,10746.64,5380.95,0.5007,4,0.1179,0.5725,41,9.6,-2.1,0.31953,0.6602,7095.47
2021H2,overdraft,3681.04,400.94,0.1089,4,0.6927,0.4568,50,7.9,4.5,0.82037,0.8399,3091.83
2019H1,credit_card,5162.34,3174.67,0.615,3,0.5137,0.5705,78,6.8,2.1,0.61296,0.851,4393.02
2021H2,credit_card,5687.63,1190.48,0.2093,6,0.4334,0.2005,20,7.9,4.5,0.35445,0.4896,2784.52
2022H2,line_of_credit,18562.15,2712.74,0.1461,10,0.5455,0.5426,44,8.1,-0.8,0.39651,0.4847,8997.14
2019H2,overdraft,3839.2,2423.67,0.6313,5,0.4259,0.4545,33,6.9,1.9,0.59954,0.8523,3272.33
2023H2,credit_card,1880.55,191.31,0.1017,11,0.5573,0.4494,53,7.2,1.4,0.60491,0.6451,1213.15
2022H2,overdraft,832.43,390.61,0.4692,7,0.2918,0.3718,52,8.1,-0.8,0.46263,0.7148,595.01
2021H1,overdraft,1481.83,209.07,0.1411,10,0.8005,0.2952,25,8.7,3.8,0.84096,0.8634,1279.41
2022H2,credit_card,2239.46,1226.77,0.5478,6,0.6659,0.4009,54,8.1,-0.8,0.71424,0.8708,1950.07
2021H1,credit_card,3372.15,1663.4,0.4933,8,0.2995,0.6038,32,8.7,3.8,0.71395,0.8551,2883.37
2020H1,line_of_credit,83603.04,11292.3,0.1351,7,0.4807,0.5059,34,9.2,-3.4,0.73012,0.7666,64088.01
2019H2,credit_card,3427.6,431.4,0.1259,5,0.482,0.374,30,6.9,1.9,0.58676,0.6388,2189.44
2023H1,line_of_credit,13868.77,3474.91,0.2506,10,0.6886,0.396,62,7.6,0.6,0.96662,0.975,13521.81
2021H2,credit_card,2145.95,725.7,0.3382,4,0.7736,0.3589,46,7.9,4.5,0.90983,0.9403,2017.88
2022H1,overdraft,3286.44,1795.68,0.5464,11,0.8751,0.4325,50,7.4,2.4,0.68017,0.8549,2809.65
2019H2,credit_card,2330.5,1095.87,0.4702,10,0.2332,0.6003,43,6.9,1.9,0.60491,0.7907,1842.7
2021H2,overdraft,1791.02,78.43,0.0438,9,0.4226,0.3875,40,7.9,4.5,0.67076,0.6852,1227.17
2022H2,line_of_credit,6596.92,494.27,0.0749,7,0.5201,0.4628,39,8.1,-0.8,0.82815,0.841,5548.16
2021H2,credit_card,4249.23,3318.25,0.7809,6,0.623,0.1262,34,7.9,4.5,0.74502,0.9441,4011.85
2019H2,overdraft,4458.87,2064.18,0.4629,6,0.2507,0.0927,29,6.9,1.9,0.68729,0.8321,3710.02
2020H2,credit_card,6040.19,1753.38,0.2903,10,0.8386,0.3598,36,9.6,-2.1,0.43949,0.6022,3637.38
2023H2,overdraft,2228.63,934.8,0.4195,4,0.5379,0.4985,20,7.2,1.4,0.61634,0.7773,1732.25
2021H2,line_of_credit,119621.59,25884.7,0.2164,4,0.8078,0.5336,27,7.9,4.5,0.92231,0.9391,112339.45
2020H1,credit_card,6087.99,2943.52,0.4835,3,0.925,0.5969,48,9.2,-3.4,0.51931,0.7517,4576.47
2021H2,line_of_credit,38247.06,6582.49,0.1721,4,0.6774,0.6027,41,7.9,4.5,0.59516,0.6648,25427.91
2022H2,credit_card,19574.59,8510.62,0.4348,3,0.315,0.4114,42,8.1,-0.8,0.37101,0.6445,12615.5
2020H1,overdraft,3855.48,1985.92,0.5151,3,0.8042,0.3198,49,9.2,-3.4,0.965,0.983,3790.04
2023H1,credit_card,4344.73,2282.92,0.5254,8,0.5198,0.4115,62,7.6,0.6,0.78173,0.8964,3894.7
2022H2,credit_card,2781.69,1212.01,0.4357,8,0.7169,0.5275,29,8.1,-0.8,0.7765,0.8739,2430.86
2022H1,credit_card,1695.13,1447.2,0.8537,12,0.055,0.3776,34,7.4,2.4,0.57822,0.9383,1590.56
2020H2,line_of_credit,102642.89,43065.34,0.4196,3,0.7548,0.4117,29,9.6,-2.1,0.80578,0.8873,91071.99
2022H1,credit_card,6625.13,1045.2,0.1578,4,0.6174,0.6772,29,7.4,2.4,0.48445,0.5658,3748.41
2023H2,credit_card,10694.33,4050.28,0.3787,11,0.5707,0.1881,24,7.2,1.4,0.80703,0.8801,9412.22
2023H1,overdraft,4253.08,838.77,0.1972,10,0.4701,0.3584,45,7.6,0.6,0.62847,0.7017,2984.57
2023H2,overdraft,5818.77,2488.04,0.4276,4,0.4117,0.8165,31,7.2,1.4,0.276,0.5856,3407.31
2019H2,credit_card,6904.42,992.63,0.1438,6,0.2045,0.8615,54,6.9,1.9,0.28722,0.3897,2690.62
2023H1,overdraft,4608.67,1678.14,0.3641,5,0.5402,0.2122,29,7.6,0.6,0.88867,0.9292,4282.41
2020H1,credit_card,3879.0,317.52,0.0819,9,0.557,0.3216,25,9.2,-3.4,0.78544,0.803,3114.85
2022H1,overdraft,2003.99,618.36,0.3086,11,0.5403,0.5455,57,7.4,2.4,0.52936,0.6746,1351.86
2019H2,overdraft,4825.35,1628.6,0.3375,11,0.6629,0.6982,55,6.9,1.9,0.85738,0.9055,4369.44
2022H2,line_of_credit,24656.3,4592.81,0.1863,8,0.4455,0.6013,66,8.1,-0.8,0.54494,0.6297,15526.24
2023H2,overdraft,3148.18,1428.34,0.4537,12,0.6388,0.2856,47,7.2,1.4,0.76791,0.8732,2749.03
2019H2,credit_card,3132.08,578.0,0.1845,9,0.1023,0.3086,20,6.9,1.9,0.30801,0.4357,1364.7
2022H2,overdraft,1774.14,274.9,0.1549,8,0.5917,0.567,36,8.1,-0.8,0.92134,0.9335,1656.21
2019H1,overdraft,1742.97,188.85,0.1084,5,0.4468,0.1127,52,6.8,2.1,0.64891,0.687,1197.34
2019H2,credit_card,3185.17,1040.03,0.3265,9,0.5454,0.1827,57,6.9,1.9,0.75279,0.8335,2654.86
2020H2,credit_card,6336.57,3378.3,0.5331,5,0.2609,0.5841,31,9.6,-2.1,0.45808,0.747,4733.44
2022H1,credit_card,6311.55,2233.04,0.3538,10,0.3475,0.3424,38,7.4,2.4,0.46851,0.6566,4143.87
2023H2,credit_card,2947.75,1163.06,0.3946,5,0.5158,0.4881,54,7.2,1.4,0.68445,0.809,2384.59
2020H2,line_of_credit,45875.61,37722.14,0.8223,6,0.3789,0.3635,20,9.6,-2.1,0.80818,0.9659,44311.64
2023H2,line_of_credit,82889.06,72483.47,0.8745,10,0.5907,0.1588,30,7.2,1.4,0.87407,0.9842,81578.71
2022H2,credit_card,3795.28,1311.87,0.3457,9,0.2967,0.4887,52,8.1,-0.8,0.5634,0.7143,2711.03
2023H2,overdraft,2896.12,1190.43,0.411,12,0.7871,0.5425,27,7.2,1.4,0.58721,0.7569,2192.03
2021H2,credit_card,5124.79,2717.58,0.5303,12,0.3357,0.4846,51,7.9,4.5,0.44475,0.7392,3788.18
2020H2,credit_card,5495.65,910.58,0.1657,9,0.4796,0.5965,47,9.6,-2.1,0.38768,0.4891,2688.14
2023H1,line_of_credit,11807.91,1246.42,0.1056,8,0.2752,0.0577,43,7.6,0.6,0.71446,0.7446,8792.14
2023H2,line_of_credit,42867.1,26561.84,0.6196,8,0.2833,0.2419,25,7.2,1.4,0.71455,0.8914,38212.69
2022H2,credit_card,10188.0,2591.06,0.2543,3,0.8468,0.1786,57,8.1,-0.8,0.87607,0.9076,9246.49
2019H2,credit_card,7553.24,2379.41,0.315,11,0.814,0.3883,65,6.9,1.9,0.63078,0.7471,5642.94
2022H1,credit_card,2788.72,1099.16,0.3941,9,0.1707,0.1196,40,7.4,2.4,0.35911,0.6117,1705.89
2023H1,credit_card,5320.83,1829.01,0.3437,12,0.6771,0.4564,28,7.6,0.6,0.35522,0.5769,3069.36
2023H2,credit_card,4586.99,1574.84,0.3433,10,0.7395,0.6839,30,7.2,1.4,0.53791,0.6966,3195.1
2019H1,overdraft,1420.17,707.03,0.4978,6,0.6156,0.3727,28,6.8,2.1,0.74269,0.8708,1236.67
2023H1,overdraft,9379.08,2715.11,0.2895,12,0.5923,0.1817,28,7.6,0.6,0.82932,0.8787,8241.7
2021H2,credit_card,5039.54,1865.58,0.3702,4,0.6212,0.4436,35,7.9,4.5,0.69348,0.8069,4066.65
2021H2,line_of_credit,27751.69,4826.95,0.1739,10,0.6226,0.2425,73,7.9,4.5,0.76508,0.8059,22366.17
2023H2,overdraft,1637.22,787.1,0.4808,4,0.3498,0.3533,49,7.2,1.4,0.84887,0.9215,1508.73
2021H1,overdraft,6394.11,4502.96,0.7042,11,0.4096,0.1321,44,8.7,3.8,0.71541,0.9158,5855.9
2021H1,credit_card,9067.04,3956.06,0.4363,6,0.5276,0.4206,66,8.7,3.8,0.57744,0.7618,6907.36
2023H1,line_of_credit,38881.56,11024.79,0.2835,3,0.8665,0.3901,43,7.6,0.6,0.9366,0.9546,37115.38
2021H2,overdraft,7198.0,922.28,0.1281,12,0.3679,0.334,56,7.9,4.5,0.36663,0.4478,3223.12
2019H2,credit_card,2976.0,1289.76,0.4334,3,0.5497,0.5565,47,6.9,1.9,0.55915,0.7502,2232.63
2023H1,credit_card,8367.82,3482.23,0.4161,7,0.8325,0.3452,45,7.6,0.6,0.89063,0.9361,7833.48
2020H1,credit_card,5350.49,3846.17,0.7188,7,0.1865,0.7167,68,9.2,-3.4,0.56297,0.8771,4693.06
2021H2,credit_card,2808.42,498.65,0.1776,10,0.5234,0.2939,43,7.9,4.5,0.84055,0.8689,2440.13
2023H2,credit_card,2181.07,248.02,0.1137,9,0.5037,0.7978,43,7.2,1.4,0.36384,0.4362,951.33
2020H1,credit_card,4914.31,2998.91,0.6102,12,0.8284,0.578,48,9.2,-3.4,0.69219,0.88,4324.73
2020H2,credit_card,5203.76,2450.06,0.4708,5,0.0848,0.2155,44,9.6,-2.1,0.54532,0.7594,3951.72
2022H2,line_of_credit,32148.28,8405.19,0.2615,10,0.1922,0.3437,30,8.1,-0.8,0.81931,0.8666,27858.12
2019H1,credit_card,2527.96,771.65,0.3052,7,0.6207,0.4901,29,6.8,2.1,0.62155,0.7371,1863.28
2023H2,credit_card,4793.02,3110.65,0.649,12,0.4885,0.1822,51,7.2,1.4,0.93807,0.9783,4688.82
2021H2,credit_card,6004.09,3741.34,0.6231,5,0.5316,0.7055,26,7.9,4.5,0.83238,0.9368,5624.81
2020H1,credit_card,4975.51,1498.12,0.3011,11,0.4131,0.4117,75,9.2,-3.4,0.65777,0.7608,3785.44
2020H2,credit_card,2416.95,465.42,0.1926,3,0.5186,0.2617,51,9.6,-2.1,0.47937,0.5796,1400.93
2021H1,credit_card,4435.12,2809.24,0.6334,4,0.4754,0.3659,47,8.7,3.8,0.50944,0.8202,3637.52
2019H2,line_of_credit,98619.77,10707.87,0.1086,3,0.6641,0.4347,42,6.9,1.9,0.54644,0.5957,58746.27
2022H2,credit_card,5601.49,1912.61,0.3414,6,0.5683,0.4725,59,8.1,-0.8,0.23116,0.4937,2765.34
2022H1,credit_card,2853.43,205.03,0.0719,12,0.2228,0.5448,51,7.4,2.4,0.63638,0.6625,1890.43
2023H2,credit_card,3153.78,1525.8,0.4838,4,0.4667,0.6351,33,7.2,1.4,0.74166,0.8666,2733.21
2022H2,credit_card,4964.24,1089.2,0.2194,6,0.4365,0.2856,54,8.1,-0.8,0.33426,0.4803,2384.46
2021H2,credit_card,4065.28,875.63,0.2154,4,0.189,0.3292,53,7.9,4.5,0.22158,0.3892,1582.39
2022H2,overdraft,4065.47,1444.36,0.3553,10,0.4904,0.3474,34,8.1,-0.8,0.79926,0.8706,3539.3
2021H1,credit_card,4746.53,4337.81,0.9139,7,0.389,0.376,37,8.7,3.8,0.62076,0.9673,4591.53
2020H1,overdraft,2869.23,640.05,0.2231,6,0.6625,0.6111,42,9.2,-3.4,0.59909,0.6885,1975.53
2023H2,credit_card,3377.29,909.31,0.2692,9,0.5316,0.1291,42,7.2,1.4,0.69604,0.7779,2627.12
2021H1,overdraft,4106.45,342.74,0.0835,12,0.7361,0.1871,65,8.7,3.8,0.82895,0.8432,3462.67
2022H1,credit_card,2734.37,374.99,0.1371,4,0.8102,0.1834,21,7.4,2.4,0.85102,0.8715,2382.87
2022H2,credit_card,2059.7,352.45,0.1711,10,0.3848,0.2687,38,8.1,-0.8,0.50526,0.5899,1215.06
2023H2,overdraft,3080.12,249.87,0.0811,10,0.4655,0.3014,61,7.2,1.4,0.73051,0.7524,2317.4
2019H1,overdraft,3822.12,368.79,0.0965,3,0.8654,0.6708,49,6.8,2.1,0.59867,0.6374,2436.2
2019H2,credit_card,5874.39,1525.35,0.2597,11,0.5051,0.5009,33,6.9,1.9,0.36073,0.5267,3094.18
2022H2,credit_card,4279.41,3059.22,0.7149,9,0.1835,0.3685,33,8.1,-0.8,0.6018,0.8865,3793.53
2020H2,credit_card,8167.25,949.41,0.1162,4,0.6407,0.4442,31,9.6,-2.1,0.41638,0.4842,3954.78
